ref	ball_pos	gear_angle	motor_voltage	zero
-0.700	4.321	0.205	2.233	0.000
-0.700	4.321	0.192	2.202	0.000
-0.700	4.319	0.182	2.177	0.000
-0.700	4.321	0.168	2.146	0.000
-0.700	4.321	0.157	2.118	0.000
-0.700	4.321	0.145	2.091	0.000
-0.700	4.324	0.134	2.066	0.000
-0.700	4.319	0.124	2.042	0.000
-0.700	4.321	0.112	2.014	0.000
-0.700	4.321	0.100	1.986	0.000
-0.700	4.319	0.092	1.966	0.000
-0.700	4.321	0.080	1.938	0.000
-0.700	4.321	0.071	1.917	0.000
-0.700	4.321	0.059	1.889	0.000
-0.700	4.321	0.050	1.868	0.000
-0.700	4.321	0.038	1.841	0.000
-0.700	4.324	0.028	1.816	0.000
-0.700	4.321	0.019	1.795	0.000
-0.700	4.321	0.010	1.775	0.000
-0.700	4.321	-0.000	1.750	0.000
-0.700	4.324	-0.008	1.733	0.000
-0.700	4.324	-0.019	1.705	0.000
-0.700	4.321	-0.028	1.684	0.000
-0.700	4.321	-0.037	1.663	0.000
-0.700	4.321	-0.046	1.643	0.000
-0.700	4.321	-0.053	1.625	0.000
-0.700	4.321	-0.064	1.601	0.000
-0.700	4.324	-0.071	1.584	0.000
-0.700	4.324	-0.080	1.563	0.000
-0.700	4.324	-0.087	1.545	0.000
-0.700	4.324	-0.096	1.525	0.000
-0.700	4.324	-0.104	1.507	0.000
-0.700	4.321	-0.112	1.486	0.000
-0.700	4.324	-0.120	1.469	0.000
-0.700	4.321	-0.127	1.452	0.000
-0.700	4.321	-0.135	1.434	0.000
-0.700	4.324	-0.141	1.420	0.000
-0.700	4.324	-0.148	1.403	0.000
-0.700	4.324	-0.155	1.386	0.000
-0.700	4.324	-0.163	1.368	0.000
-0.700	4.324	-0.172	1.347	0.000
-0.700	4.324	-0.178	1.333	0.000
-0.700	4.321	-0.183	1.320	0.000
-0.700	4.321	-0.191	1.302	0.000
-0.700	4.321	-0.195	1.292	0.000
-0.700	4.324	-0.204	1.271	0.000
-0.700	4.326	-0.210	1.257	0.000
-0.700	4.324	-0.216	1.243	0.000
-0.700	4.321	-0.223	1.226	0.000
-0.700	4.319	-0.229	1.212	0.000
-0.700	4.326	-0.237	1.195	0.000
-0.700	4.324	-0.240	1.188	0.000
-0.700	4.324	-0.247	1.170	0.000
-0.700	4.324	-0.254	1.153	0.000
-0.700	4.326	-0.259	1.142	0.000
-0.700	4.324	-0.265	1.129	0.000
-0.700	4.319	-0.271	1.115	0.000
-0.700	4.324	-0.275	1.104	0.000
-0.700	4.324	-0.281	1.090	0.000
-0.700	4.324	-0.287	1.076	0.000
-0.700	4.324	-0.293	1.063	0.000
-0.700	4.324	-0.299	1.049	0.000
-0.700	4.321	-0.305	1.035	0.000
-0.700	4.319	-0.309	1.024	0.000
-0.700	4.324	-0.314	1.014	0.000
-0.700	4.324	-0.318	1.004	0.000
-0.700	4.319	-0.327	0.983	0.000
-0.700	4.324	-0.330	0.976	0.000
-0.700	4.324	-0.336	0.962	0.000
-0.700	4.319	-0.337	0.958	0.000
-0.700	4.324	-0.342	0.948	0.000
-0.700	4.321	-0.348	0.934	0.000
-0.700	4.324	-0.352	0.924	0.000
-0.700	4.324	-0.358	0.910	0.000
-0.700	4.324	-0.361	0.903	0.000
