0.300	40.221	-0.751	0.000	0.000
0.300	40.190	-0.751	0.000	0.000
0.300	40.200	-0.751	0.000	0.000
0.300	40.200	-0.753	-1.696	0.000
0.300	40.211	-0.754	-1.698	0.000
0.300	40.231	-0.751	-1.695	0.000
0.300	40.211	-0.751	-1.695	0.000
0.300	40.211	-0.748	-1.691	0.000
0.300	40.211	-0.747	-1.690	0.000
0.300	40.221	-0.744	-1.686	0.000
0.300	40.211	-0.739	-1.681	0.000
0.300	40.211	-0.736	-1.677	0.000
0.300	40.221	-0.732	-1.672	0.000
0.300	40.221	-0.729	-1.669	0.000
0.300	40.221	-0.726	-1.665	0.000
0.300	40.221	-0.719	-1.657	0.000
0.300	40.231	-0.716	-1.653	0.000
0.300	40.211	-0.710	-1.646	0.000
0.300	40.231	-0.704	-1.639	0.000
0.300	40.221	-0.699	-1.634	0.000
0.300	40.221	-0.693	-1.627	0.000
0.300	40.221	-0.686	-1.618	0.000
0.300	40.221	-0.683	-1.615	0.000
0.300	40.242	-0.677	-1.608	0.000
0.300	40.221	-0.671	-1.601	0.000
0.300	40.231	-0.668	-1.597	0.000
0.300	40.242	-0.661	-1.589	0.000
0.300	40.231	-0.655	-1.582	0.000
0.300	40.231	-0.649	-1.575	0.000
0.300	40.221	-0.643	-1.568	0.000
0.300	40.242	-0.636	-1.559	0.000
0.300	40.221	-0.631	-1.554	0.000
0.300	40.242	-0.627	-1.549	0.000
0.300	40.242	-0.621	-1.542	0.000
0.300	40.231	-0.615	-1.535	0.000
0.300	40.231	-0.612	-1.531	0.000
0.300	40.263	-0.605	-1.523	0.000
0.300	40.242	-0.597	-1.514	0.000
0.300	40.231	-0.591	-1.507	0.000
0.300	40.252	-0.589	-1.504	0.000
0.300	40.252	-0.580	-1.493	0.000
0.300	40.252	-0.575	-1.488	0.000
0.300	40.242	-0.572	-1.485	0.000
0.300	40.252	-0.565	-1.476	0.000
0.300	40.242	-0.557	-1.467	0.000
0.300	40.242	-0.553	-1.462	0.000
0.300	40.242	-0.547	-1.455	0.000
0.300	40.242	-0.544	-1.452	0.000
0.300	40.242	-0.537	-1.443	0.000
0.300	40.242	-0.532	-1.438	0.000
0.300	40.242	-0.526	-1.431	0.000
0.300	40.242	-0.522	-1.426	0.000
0.300	40.242	-0.516	-1.419	0.000
0.300	40.242	-0.512	-1.413	0.000
0.300	40.242	-0.507	-1.408	0.000
0.300	40.231	-0.501	-1.401	0.000
0.300	40.252	-0.494	-1.393	0.000
0.300	40.242	-0.491	-1.389	0.000
0.300	40.242	-0.487	-1.384	0.000
0.300	40.242	-0.479	-1.375	0.000
0.300	40.231	-0.475	-1.370	0.000
0.300	40.242	-0.470	-1.365	0.000
0.300	40.242	-0.467	-1.361	0.000
0.300	40.252	-0.461	-1.354	0.000
0.300	40.242	-0.455	-1.347	0.000
0.300	40.231	-0.451	-1.342	0.000
0.300	40.231	-0.447	-1.337	0.000
0.300	40.242	-0.441	-1.330	0.000
0.300	40.242	-0.436	-1.325	0.000
0.300	40.242	-0.432	-1.320	0.000
0.300	40.252	-0.429	-1.316	0.000
0.300	40.231	-0.424	-1.311	0.000
0.300	40.221	-0.418	-1.304	0.000
0.300	40.221	-0.414	-1.299	0.000
0.300	40.221	-0.410	-1.294	0.000
0.300	40.221	-0.405	-1.288	0.000
0.300	40.231	-0.401	-1.283	0.000
0.300	40.231	-0.396	-1.278	0.000
0.300	40.242	-0.393	-1.274	0.000
0.300	40.242	-0.387	-1.268	0.000
0.300	40.231	-0.383	-1.262	0.000
0.300	40.242	-0.379	-1.257	0.000
0.300	40.242	-0.373	-1.250	0.000
0.300	40.242	-0.370	-1.247	0.000
0.300	40.252	-0.365	-1.241	0.000
0.300	40.263	-0.361	-1.236	0.000
0.300	40.263	-0.358	-1.233	0.000
0.300	40.273	-0.352	-1.226	0.000
0.300	40.273	-0.349	-1.222	0.000
0.300	40.273	-0.345	-1.217	0.000
0.300	40.283	-0.337	-1.208	0.000
0.300	40.263	-0.334	-1.205	0.000
0.300	40.283	-0.333	-1.203	0.000
0.300	40.273	-0.327	-1.196	0.000
0.300	40.283	-0.322	-1.191	0.000
0.300	40.263	-0.319	-1.188	0.000
0.300	40.283	-0.316	-1.184	0.000
0.300	40.283	-0.312	-1.179	0.000
0.300	40.283	-0.308	-1.174	0.000
0.300	40.263	-0.302	-1.167	0.000
0.300	40.283	-0.299	-1.163	0.000
0.300	40.283	-0.294	-1.158	0.000
0.300	40.294	-0.290	-1.153	0.000
0.300	40.283	-0.288	-1.151	0.000
0.300	40.294	-0.284	-1.146	0.000
0.300	40.273	-0.280	-1.141	0.000
0.300	40.283	-0.277	-1.137	0.000
0.300	40.273	-0.272	-1.132	0.000
0.300	40.273	-0.268	-1.127	0.000
0.300	40.283	-0.263	-1.122	0.000
0.300	40.283	-0.260	-1.118	0.000
0.300	40.273	-0.257	-1.115	0.000
0.300	40.273	-0.254	-1.111	0.000
0.300	40.283	-0.251	-1.108	0.000
0.300	40.283	-0.248	-1.104	0.000
0.300	40.294	-0.243	-1.097	0.000
0.300	40.263	-0.241	-1.096	0.000
0.300	40.283	-0.238	-1.092	0.000
0.300	40.283	-0.231	-1.083	0.000
0.300	40.283	-0.231	-1.083	0.000
0.300	40.283	-0.226	-1.078	0.000
0.300	40.283	-0.222	-1.073	0.000
0.300	40.283	-0.219	-1.070	0.000
0.300	40.283	-0.216	-1.066	0.000
0.300	40.294	-0.214	-1.064	0.000
0.300	40.294	-0.210	-1.059	0.000
0.300	40.294	-0.206	-1.054	0.000
0.300	40.283	-0.204	-1.052	0.000
0.300	40.304	-0.200	-1.047	0.000
0.300	40.294	-0.195	-1.042	0.000
0.300	40.294	-0.195	-1.042	0.000
0.300	40.304	-0.192	-1.038	0.000
0.300	40.294	-0.188	-1.033	0.000
0.300	40.315	-0.185	-1.030	0.000
0.300	40.304	-0.182	-1.026	0.000
0.300	40.315	-0.179	-1.023	0.000
0.300	40.304	-0.176	-1.019	0.000
0.300	40.315	-0.172	-1.014	0.000
0.300	40.315	-0.170	-1.012	0.000
0.300	40.315	-0.166	-1.007	0.000
0.300	40.304	-0.160	-1.000	0.000
0.300	40.283	-0.161	-1.002	0.000
0.300	40.315	-0.157	-0.997	0.000
0.300	40.283	-0.154	-0.993	0.000
0.300	40.294	-0.148	-0.986	0.000
0.300	40.304	-0.148	-0.986	0.000
0.300	40.283	-0.145	-0.983	0.000
0.300	40.304	-0.142	-0.979	0.000
0.300	40.294	-0.139	-0.976	0.000
0.300	40.294	-0.136	-0.972	0.000
0.300	40.304	-0.135	-0.971	0.000
0.300	40.315	-0.130	-0.965	0.000
0.300	40.304	-0.127	-0.962	0.000
0.300	40.304	-0.127	-0.962	0.000
0.300	40.304	-0.124	-0.958	0.000
0.300	40.294	-0.120	-0.953	0.000
0.300	40.304	-0.118	-0.951	0.000
0.300	40.304	-0.117	-0.950	0.000
0.300	40.304	-0.112	-0.945	0.000
0.300	40.283	-0.110	-0.941	0.000
0.300	40.294	-0.108	-0.939	0.000
0.300	40.304	-0.105	-0.936	0.000
0.300	40.304	-0.104	-0.934	0.000
0.300	40.304	-0.098	-0.927	0.000
0.300	40.294	-0.095	-0.924	0.000
0.300	40.315	-0.096	-0.925	0.000
0.300	40.294	-0.092	-0.920	0.000
0.300	40.294	-0.089	-0.917	0.000
0.300	40.315	-0.086	-0.913	0.000
0.300	40.294	-0.084	-0.912	0.000
0.300	40.294	-0.081	-0.908	0.000
0.300	40.283	-0.078	-0.905	0.000
0.300	40.294	-0.077	-0.903	0.000
0.300	40.294	-0.074	-0.899	0.000
0.300	40.283	-0.071	-0.896	0.000
0.300	40.294	-0.070	-0.894	0.000
0.300	40.294	-0.068	-0.892	0.000
